DIVISI,Material SAP,Material Description Maximo,Base Unit of Measure,Status,Lokasi Sistem,Lokasi Fisik,StoreRoom,Penempatan pada Alat,Deskripsi Penempatan
ME,AA-015-000339,Sealing Ring PN. 20526428,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-015-000340,O-RING PN. 990719 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-015-000341,SEALING RING PN. 1677370 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
Lain,AA-015-000350,VOLVO;CRANKSHAFT SEAL;VP-21347087,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000353,VOLVO;COOLANT;VO-22567238,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000356,VOLVO;GASKET;VP-11994,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000359,VOLVO;GASKET;VP-11998,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000360,VOLVO;SEALING RING;VP-471708,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000363,VOLVO;GASKET;VP-979099,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000365,VOLVO;PUMP UNIT;VP-22902431,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000366,VOLVO;SEALING RING;VP-21415427,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000374,VOLVO;CONNECTING PIPE;VP-21420336,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000376,VOLVO;SEALENT;VO-3092340,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000378,VOLVO;REDUCTION VALVE;VP-471706,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000381,VOLVO;THERMOSTAT;VP-21613426,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000382,VOLVO;HEXAGON NUT;VP-946911,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000383,VOLVO;BALL SOCKET;VP-21054149,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000386,VOLVO;O-RING;VP-975675,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000387,VOLVO;SEALING RING;VP-469846,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000409,VOLVO;GASKET;VP-20784537,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000412,VOLVO;GASKET;VP-3979639,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000413,VOLVO;OIL LEVEL SENSOR;VP-22807993,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000418,VOLVO;FLANGE NUT;VP-1543499,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000419,VOLVO;O-RING;VP-976971,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000420,VOLVO;GASKET;VP-22206133,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000421,VOLVO;SEALING RING;VP-469601,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000424,VOLVO;O-RING;VP-949187,PC,,,,,NULL,No Placement Information Available
ME,AA-015-000425,GASKET PN 20579690,PC,ACTIVE,II 3,,TPS,NULL,No Placement Information Available
Lain,AA-015-000428,VOLVO;HOSE CLAMP;VP-994559,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000431,VOLVO;COOLANT FILTER;VP-21192875,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000432,VOLVO;GASKET;VP-969011,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000434,VOLVO;SEALING RING;VP-20551483,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000439,VOLVO;HOSE CLAMP;VP-994561,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000441,VOLVO;RUBBER HOSE;VP-990536,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000443,VOLVO;BELT TENSIONER;VP-21422767,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000446,VOLVO;CABLE HARNESS;VP-21345091,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000449,VOLVO;PRESSURE SENSOR;VP-21634017,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000450,VOLVO;SPEED MONITOR;VP-21426987,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000686,VOLVO;CLAMP;949747,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000704,VOLVO;FAN;VP-3828964,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000716,CUMMINS;ROD PUSH;3017961,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000740,CUMMINS;PUSH ROD;3046420,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000787,"CUMMINS;KIT, FUEL SOLENOID;4024809",PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000883,CUMMINS;TUBE CORROSION RESIST;3008794,PC,,,,,NULL,No Placement Information Available
CC,AA-015-000891,"Gasket, Injector, PN: 173086, Brand: Cummins -P",PC,PLANNING,NN 2,NN 2,TPS,NULL,No Placement Information Available
Lain,AA-015-000912,CUMMINS;SPACER MOUNTING;3063056,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000913,CUMMINS;BEARING BALL;3063246,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000919,CUMMINS;GASKET COVER PLATE;3069098,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-000950,CUMMINS;TUBE FUEL SUPPLY;3013166,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001039,VOLVO;FLANGE SCREW;VP-984738,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001043,VOLVO;RESERVOIR;23275232,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001046,VOLVO;COVER;8097084,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001050,VOLVO;FUSE;969161,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001051,VOLVO;OIL LEVEL SENSOR;23285701,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001157,TERBERG;AIR TANK;A100-644 40L,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001177,MITSUBISHI;SHOE LINING PIN ASSY (RH);920,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001178,MITSUBISHI;SHOE LINING PIN ASSY (RH);920,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001179,MITSUBISHI;SHOE LINING PIN ASSY (LH);920,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001180,MITSUBISHI;SHOE LINING PIN ASSY (LH);920,PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001321,"CUMMINS;KEY, OFFSET WOODRUFF;3022352",PC,,,,,NULL,No Placement Information Available
Lain,AA-015-001519,"STINIS;INSERT TUBING 5/16""6804-0004-0005",PC,,,,,NULL,No Placement Information Available
CC,AA-015-001557,"Shock Absorber, PN: BR61698, 1. Shock Absorber, P/N: BR61698 (1007284), Brand: Bromma -P",PC,ACTIVE,,NN 2,TPS,NULL,No Placement Information Available
Lain,AA-015-001588,KONECRANES;STEERING LINK;200280.01CPL,PC,,,,,NULL,No Placement Information Available
CC,AA-015-002679,"Plunger Gover, PN: 3010811, Brand: Cummins -P",EA,PLANNING,NN 2,NN 2,TPS,NULL,No Placement Information Available
Lain,AA-015-002683,"Cummins;Actuator,ELC Governor;3408326",EA,,,,,NULL,No Placement Information Available
Lain,AA-016-000039,SPRING BRAKE;923349.0516,EA,,,,,NULL,No Placement Information Available
Lain,AA-016-000089,"CUMMINS;SPRING,VALVE;129768",PC,,,,,NULL,No Placement Information Available
Lain,AA-016-000119,CUP SPRING;71686,PC,,,,,NULL,No Placement Information Available
CC,AA-016-000349,"Spring Governor, PN: 143848, Brand: Cummins -P",EA,PLANNING,NN 2,NN 2,TPS,NULL,No Placement Information Available
Lain,AA-018-000025,KALMAR;BUSHING 920070.031,EA,,,,,NULL,No Placement Information Available
Lain,AA-018-000034,ROPE PULLEY COMPLETE;86858140,PC,,,,,NULL,No Placement Information Available
Lain,AA-018-000086,BROMMA;TENSION ROD (L);BR23854,PC,,,,,NULL,No Placement Information Available
Lain,AA-018-000134,CUMMINS;BUSHING;218153,PC,,,,,NULL,No Placement Information Available
Lain,AA-018-000249,"CUMMINS;SHAFT, FUEL PUMP DRIVE;212601",PC,,,,,NULL,No Placement Information Available
Lain,AA-018-000250,"CUMMINS;SHAFT, TACHOMETER DRIVE;212607",PC,,,,,NULL,No Placement Information Available
ME,AA-018-000624,SHAFT PN. A47970.0100,EA,ACTIVE,QQ 1,QQ 1,TPS,NULL,No Placement Information Available
Lain,AA-019-000007,BROMMA;TWISTLOCK ARM ASSY TYPE 1;BR43653,EA,,,,,NULL,No Placement Information Available
Lain,AA-019-000009,BROMMA;TWISTLOCKHYDRAULICCYLINDERBR74147,PC,,,,,NULL,No Placement Information Available
RTG,AA-019-000010,TWISTLOCK PIN KIT 1701427 (BROMMA),PC,,,,,SPREADER_SYSTEM,Spreader and Container Handling System
Lain,AA-019-000012,CYLINDER TWISTLOCK;6510-0044-0000,PC,,,,,NULL,No Placement Information Available
Lain,AA-019-000019,LOCKING RUBBER TWISTLOCK;2615-0087-0600,PC,,,,,NULL,No Placement Information Available
Lain,AA-019-000023,STINIS;TWISTLOCKTWIWISOVCR71261500910061,PC,,,,,NULL,No Placement Information Available
Lain,AA-019-000031,BROMMA;GUIDE BLOCK;BR1000430,PC,,,,,NULL,No Placement Information Available
CC,AA-019-000039,Cylinder 32/20x100 (6510-0002-0000),PC,ACTIVE,NN 2,OO 2,TPS,NULL,No Placement Information Available
Lain,AA-019-000040,BROMMA;TWISTLOCK ARM TYPE 2;BR57059,PC,,,,,NULL,No Placement Information Available
Lain,AA-019-000057,STINIS;TWISTLOCKWASHER80X50;261500180300,PC,,,,,NULL,No Placement Information Available
Lain,AA-019-000058,STINIS;WASHERFEMALE100X55;261500180400,PC,,,,,NULL,No Placement Information Available
Lain,AA-019-000060,STINIS;TWISTLOCK BUSH ISO;2624-0001-0000,PC,,,,,NULL,No Placement Information Available
Lain,AA-019-000064,TWISTLOCKTWI-W-ISO-VC-R71;2615-0094-0000,PC,,,,,NULL,No Placement Information Available
Lain,AA-019-000065,TWISTLOCKTWIWISOVCR71RTW;261500950000,PC,,,,,NULL,No Placement Information Available
Lain,AA-019-000080,CUMMINS;PIN CAM FOLLOWER ROLL;3013331,PC,,,,,NULL,No Placement Information Available
Lain,AA-019-000083,STINIS;CYLINDERDW;5550-0610-0010,PC,,,,,NULL,No Placement Information Available
Lain,AA-019-000086,BROMMA;TWISTLOCK PIN;1002783,PC,,,,,NULL,No Placement Information Available
Lain,AB-001-000048,KONE;TROLLEYINVENTERD2V045TRAVEL52427276,PC,,,,,NULL,No Placement Information Available
Lain,AB-001-000049,KONE;ACM INVENTER;D2V005-TRAVEL;52427266,PC,,,,,NULL,No Placement Information Available
Lain,AB-001-000050,KONE;GANTRYINVENTER;D2V045TRAVEL52427276,PC,,,,,NULL,No Placement Information Available
Lain,AB-001-000077,ADF;PROFIBUS DP SLAVE 100;J1939;HD67553,PC,,,,,NULL,No Placement Information Available
Lain,AB-001-000089,SIEMENS;SOCKETPROFIBUS;6ES7972-0BB120XA0,PC,,,,,NULL,No Placement Information Available
Lain,AB-001-000092,SIEMENS;SIMATICS7300;6ES73221FH000AA0,PC,,,,,NULL,No Placement Information Available
Lain,AB-001-000113,SIEMENS;ELECTRONICCONTROL;6RY1703-0AA00,PC,,,,,NULL,No Placement Information Available
Lain,AB-001-000138,SIEMENS;CONTROLUNIT;6SL3040-0PA00-0AA1,PC,,,,,NULL,No Placement Information Available
Lain,AB-001-000143,VOLVO;ECU;20814594,PC,,,,,NULL,No Placement Information Available
Lain,AB-001-000148,"CPU CMMS;C6920-0040,SN/2176674-001,24VDC",PC,,,,,NULL,No Placement Information Available
Lain,AB-001-000154,EXCITATION CARD MODULE;C98043-A7004-L1-8,PC,,,,,NULL,No Placement Information Available
Lain,AB-002-000057,POTENSIO;10K,PC,,,,,NULL,No Placement Information Available
Lain,AB-002-000065,SEMIKRON;SCR;SKT 340 16E 080SKT34016E,PC,,,,,NULL,No Placement Information Available
Lain,AB-002-000166,PHILIPS;CAPASITOR;CP25BU28,PC,,,,,NULL,No Placement Information Available
Lain,AB-002-000238,"FUJI ELECTRIC;RESISTOR;HF5C5504 -80W-7,5",PC,,,,,NULL,No Placement Information Available
Lain,AB-002-000340,Semikron;IGBT;SKM 200GB 123 D H6,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000004,"Timer omron,H3CR-A8",EA,,,,,NULL,No Placement Information Available
Lain,AB-003-000012,Kalmar;Relay;923341.0004,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000059,SCHNEIDER ELECTRIC;RELAY RM35JA32MR,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000060,SCHNEIDER;CONTACTOR LC1D25 BD,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000062,SCHNEIDER;CONTACTOR;LADN22,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000064,SCHNEIDER;PHASECONTROLRELAY;RM17TG20,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000087,SIEMENS;TIMER RELAY;3RP1505-1BP30,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000099,SCHNEIDER;STOP KONTAK AC ;13A,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000116,SCHNEIDER;CONTACTOR;COIL 110V;LC1 D18-F7,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000156,STOP KONTAK;4 LUBANG,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000164,RELECO;RELAYPLUSSOCKET;QRCC7A2024VDC8PIN,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000165,SCHNEIDER;CONTACTOR LC1D09M7,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000176,SCHNEIDER;CONTACTOR;LC1D150;3P;1000V250A,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000178,SCHRACK;RELAY;RT314024;24VDC;250VAC;16A,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000181,SCHNEIDER;CONTACTOR;LC1D40AF7,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000231,SIEMENS;CONTACTOR SIRIUS;3RT1016-1BB41,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000259,SCHNEIDER;CONTACTOR;LC1F400 200/220 VAC,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000260,SCHNEIDER;CONTACTOR;LC1D32M7 32A/220 VAC,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000261,SCHNEIDER;CONTACTOR;LC1D32F7 110V,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000325,"OMRON;RELAY;MY4N-GS, 24VDC",PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000344,"RELECO;RELAY;C9-A41D;24VDC, 14 PIN",PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000346,"RELECO;RELAY;C7-A20X;24VDC, 8 PIN",PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000401,"ABB;CONTAC;A26-30-10;220/240VAC, 50-60Hz",PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000407,OMRON;RELAY;G2R-2-SN;110 VAC,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000455,UTICON;STOP KONTAK;1 LUBANG,PC,,,,,NULL,No Placement Information Available
Lain,AB-003-000484,SIEMENS;CNT SIRIUS;3RT1016-1BB41; DC24V,PC,,,,,NULL,No Placement Information Available
Lain,AB-004-000018,BROMMA;HYDRAULICMOTORVALVE300CC;BR76196,PC,,,,,NULL,No Placement Information Available
Lain,AB-004-000085,Motor Pin Lock;Konecranes;MT06LA400,PC,,,,,NULL,No Placement Information Available
Lain,AB-004-000089,BROMMA;HYDRAULIC MOTOR FLIPPER;BR1005181,PC,,,,,NULL,No Placement Information Available
Lain,AB-004-000110,"ASPIRA;WIPER BLADE;17"" (425MM)",PC,,,,,NULL,No Placement Information Available
Lain,AB-004-000182,VOLVO;ALTERNATOR;22117421,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000096,PHILIPS ;LAMPU SON-T;1000W,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000098,PHILIPS;IGNITOR SN;56,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000114,PHILIPS;LAMPU SL;8W,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000127,PHILLIP;LAMPU TL;18W,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000130,"PRISLED;LAMPLED;TPJS800B,SERIES600WATT",PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000199,PHILIPS;LAMPU SON-T;250W,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000200,PHILIPS;BALLAST BSN;250W,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000212,EWIG;PILOT LAMP;AD16 - 22DS;HIJAU,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000213,EWIG;PILOT LAMP;AD16 - 22DS;MERAH,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000220,KONE;HORN;MA121-AC230-G;52438678,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000266,PHILIPS;LAMPU TL;40W,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000267,PHILIPS;IGNITOR SN;58,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000302,PHILIPS;LAMPU SON-T;400W,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000323,SEGER;HORN;45CO2400-24V,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000355,BROMMA;LEDINDIKATOR;(HIJAU);BR1702584,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000356,BROMMA;LEDINDIKATOR;(MERAH);BR1702585,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000357,BROMMA;LEDINDIKATOR;(KUNING);BR1702587,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000377,LAMP-BALLAST MERCURY LAMP;1000W,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000434,PHILIPS;LAMPU ESSENTIAL;5 W,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000457,LAMPU HPIT 250 WATT,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000586,BESS;LAMPU LED;3 WATT,PC,,,,,NULL,No Placement Information Available
Lain,AB-005-000964,0;TOA Diapraghm;ZG-60BA 10-15W,PC,,,,,NULL,No Placement Information Available
Lain,AB-006-000022,"CABLE;NYYHY 3 X 2,5 MM",EA,,,,,NULL,No Placement Information Available
Lain,AB-006-000079,"MACAU;KABEL;1,5MM",PC,,,,,NULL,No Placement Information Available
Lain,AB-006-000161,"SUPREME;KABEL;NYYHY 4X1,5 MM",M,,,,,NULL,No Placement Information Available
Lain,AB-006-000279,KALMAR;CABLE UNIT;KA-A50006.0100,M,,,,,NULL,No Placement Information Available
Lain,AB-006-000280,KALMAR;CABLE UNIT CHASIS;KA-A50004.0100,PC,,,,,NULL,No Placement Information Available
Lain,AB-006-000281,KALMAR;CABLE;KA-A46085.0100,PC,,,,,NULL,No Placement Information Available
Lain,AB-006-000465,0;CABLE ACCU;PARALEL;30 CM,PC,,,,,NULL,No Placement Information Available
Lain,AB-006-000842,Kalmar;Cable Unit;A50005.0100,PC,,,,,NULL,No Placement Information Available
Lain,AB-007-000010,HEAT SHRINK;6 MM,EA,,,,,NULL,No Placement Information Available
Lain,AB-007-000017,HEAT SHRINK;8MM,M,,,,,NULL,No Placement Information Available
Lain,AB-007-000018,HEAT SHRINK;3MM,M,,,,,NULL,No Placement Information Available
Lain,AB-007-000021,HEAT SHRINK;4MM,M,,,,,NULL,No Placement Information Available
Lain,AB-007-000032,BOSCHREXROTH;COILSELENOID;WZ454L;Ø22XP45,PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000023,"FORT;HOUR METER;220VAC, 50HZ;BZ 142-1",PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000011,FUSE;5 A;15 A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000024,BUSSMANN;FUSE 630A;IEC 60269-2,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000026,BUSSMANN;FUSE;16A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000028,"BUSSMANN;FUSE;250A/660V,DIN000;170M1571D",PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000091,FUSE;20A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000092,FUSE;15A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000101,FUSE;15 A KECIL,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000113,SCHNEIDER;MCB SINGLE PHASE;16A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000115,SCHNEIDER;MCB 3 PHASE;25A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000128,BUSSMANN;FUSE;170M6811,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000131,CHINT;MCB;3P/C16A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000149,SCHENEIDER;MCB;63A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000152,SCHENEIDER;MCB;2A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000158,BOX PANEL OUTDOOR;25X35X12,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000160,FUSE KACA; 2A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000185,FUSE;20 A KECIL,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000218,BROMMA;GLIDE BLOCK;BR46771,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000231,SIEMENS;FUSE SITOR;3NE3233,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000247,FUSE;6A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000250,BUSSMAN;FUSE;690V/100A;170M3819D,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000257,"SCHNEIDER;MCB;1PH, 4A",PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000268,SCHNEIDER;MCCB;EZC100F3100;100 A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000286,BUSSMANN;FUSE;170M6812;800A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000318,"SCHNEIDER;MCCB;NSX630N;3P/630A, 50/60HZ",PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000328,BROCO;STOP KONTAK;1 LUBANG,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000411,SCHNEIDER;MCB;3 PHASE C 50A;IC60N,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000544,Schneider;Contactor;LC1D12M7,PC,,,,,NULL,No Placement Information Available
Lain,AB-010-000029,"PHOENIXCONTACT;PSUPPLY,QUINTPS/1AC24DC20",EA,,,,,NULL,No Placement Information Available
Lain,AB-010-000074,"BROMMA;PWRSUPPLY;APP2430,I90-280V O25VDC",PC,,,,,NULL,No Placement Information Available
Lain,AB-011-000002,"Proximity,PRL30-15AO",PC,,,,,NULL,No Placement Information Available
Lain,AB-011-000037,AUTONICS;PROXIMITY SENSOR;PRCM 18-8DP,PC,,,,,NULL,No Placement Information Available
Lain,AB-011-000047,BROMMA;SENSOR PLATE;BR1002453,PC,,,,,NULL,No Placement Information Available
Lain,AB-011-000052,CUMMINS;MAGNETSPEEDSENSORGENSET;3034572,PC,,,,,NULL,No Placement Information Available
Lain,AB-011-000058,EUCHNER;SAFETY SWICTH;EGM12-1200C1791,PC,,,,,NULL,No Placement Information Available
